,tweet,label
4771,latest cdc co vid view report indicates covid19 like illness starting decline southeast south central south west coast region still higher level compared march april,real
2267,covid19 vaccine cost much accessible american,real
10202,new class felony carry firearm wearing face mask prevent spread covid,fake
6255,billiion dollar announced ppl canada increased benefit deferral credit mortgage payment month said one country worried rent mortgage money live time crisis covid2019 1/2,fake
4812,government stick € 30bn covid bill dáil fridge,fake
5576,cnn cited comprehensive research false claim florida gov ron desantis never asked covid press event may,fake
3635,last week maine averaged 0.9 new confirmed case per day every resident context rate continue le maine population would infected next year,real
9535,.. efficient spreading human population compared lineage b betacoronaviruses,fake
5859,video muslim trained sneeze purposefully spread coronavirus,fake
9028,washington acknowledged issue reporting negative test hopefully see number return normal near future,real
10552,pop-up centre queenstown people showing tuesday alone testing swab total taken pop-up centre negative result,real
4706,daily update published tracked 5.4 million test 257k yesterday another huge testing day 4/22 clear inflection point note track test state report detail see,real
7051,news heavy metal fan coronavirus sickness,fake
9599,bill gate explains covid vaccine use experimental technology permanently alter dna �,fake
5365,hi worked team document refactor extend code report impact npis reduce covid mortality healthcare demand shared 27-04 source code produce report published 01-06 along code check,real
4053,herd immunity strategy ‘ unethical unlikely successful uk warn scientist long covid sufferer call recognition,fake
5298,rt coronavirus updates backhand index pointing right 👉 nearly new recovered case found state ut backhand index pointing right 👉 maharashtra maintained …,real
1739,week covidview report early indication level covid19 illness still low may increasing slightly part united state hospitalization rate death still trending learn,real
3437,state reported new death day average we've one day june state reported death today's death — duration disease data reporting lag — probably reflect infection occurred mid-may,real
6329,cdc track different forecasting model possible covid19 death u may forecast increase death coming week cumulative total exceeding june see national state forecast,real
3973,new case covid19 lagos river oyo fct borno plateau jigawa kano abia ekiti delta kwara taraba case covid19 nigeria discharged death,real
2742,covid cure usa,fake
7060,india fights corona daily testing average continuous upward incline around lakh test conducted per day 3rd week august lakh test per day 1st week september detail,real
